Location_Coordinates,Hospital_Name,Address_Original_First_Line
"25.2097597, 85.5165733",Orthocare,"Kagji Mohala, Ranchi Rd., Biharsarif"
"25.1240603, 85.4594749",Prasad Nethralaya and Surgical Centre,Naisarai Biharsarif
"25.196619, 85.5110104",Prashant Nursing Home,"Ramchandrapur, Biharsarif"
"25.1240603, 85.4594749",Sanjivani Hospital,Biharsharif
"25.2086403, 85.5165191",Satyam Nursing Home,"Kagazi Mohalla, Ranchi Road"
"25.1803482, 85.5108935",Sharwan Poly Clinic,"Kishanbagh, Biharsharif"
"25.2218021, 85.2282525",Sms Nursing Home,Ekangharsarai
"25.1982147, 85.5148735",Tara Aarogya Sasthan,"Mangla Sansthan Road, Bihar Sharif"
"25.1240603, 85.4594749",Vijeta Nursing Home,"Garhpar, Biharsharif"
"25.1240603, 85.4594749",Janta Nursing Home,"Rajgir,Chabilapur Rd"
"25.1240603, 85.4594749",Netra Jyoti Seva Mandiram,Veerayatan/ Rajghir
"25.0329651, 85.4152064",Sri Mahavir Arogya Sewa Sansthan and Research Institute,"Near Railway Station, Rajgir"
"25.018029, 85.6431305",Magadh Hospital and Research Centre,Station Rd. Warisaliganj
"24.8895703, 85.5449206",Aadarsh Nursing Home,Purani Jail Road
"24.8895703, 85.5449206",Aarya Swashthya Seva Sansthan,Purani Jail Road
"24.8895703, 85.5449206",Life Line Nursing Home,Purani Jail Road
"24.7980749, 85.544482",Magadh Institute Of Para Medical Science,Lohanipur
"25.5560515, 84.6615387",Surgical Centre,K. G. Road
"24.9316459, 85.4352898",Tathagat Hospital,Nardiganj
"24.8982557, 85.8273726",Maa Tara Hospital and Research Centre,"Main Road,Pakribarawan"
"24.6550061, 85.4076056",Yadav Health Clinic,"Phool Bhawan,Sirdala"
"21.2441227, 81.620034",Patna Medical College and Hospital,Patna Medical College
"25.5956821, 85.1405668",Nalanda Medical College and Hospital,Kankarbagh Main Road
"25.6043971, 85.093884",Indira Gandhi Institute of Medical Sciences,"Bailey Road, Shiekhpura"
"23.7408738, 90.4024452",Paras HMRI Hospital,"Raza Bazar, Baily Road"
"25.5940947, 85.1375645",Kurji Holy Family Hospital,Sadaquat Ashram
"25.627595, 85.1080322",Sahyog Hospital,"40, Patliputra colony"
"25.6046194, 85.0884757",Dr. Bimal Hospital and Research Center,"Sheikhpura, Raza Bazar, Baily Road"
"25.6062727, 85.1650548",Magadh Hospital,"2B, Rajendra Nagar"
"25.612207, 85.1980334",Arvind Hospital,"Near KhudaBaqsh Library, Ashok Rajpath, Makhania Kuan, Lalbagh"
"25.6159951, 85.1524735",Advanced Neuro Diagnostic Centre,"46, Kavi Raman Path, Nageshwar Colony"
"29.5900771, 77.3688513",Akshat Seva Sadan,"Yarpur,  Near Gurudeo Balram Singh"
"25.5874959, 85.1010563",Anami Orthopaedics,Khagaul Road Mithapur
"25.627595, 85.1080322",Chand Memorial Hospital,"173, Patliputra Colony"
"25.5912278, 85.1401577",Chikitsa Nursing Home,Mithapur
"25.6159353, 85.120699",Child Hospital,East Boring Canal Road
"25.6123454, 85.1429652",Childrens Hospital,"18, Chandi Vyapar Bhawan, Exhibition Road"
"25.5940947, 85.1375645",Cns Sanjeevani Centre For Neurosurgery Pvt Ltd,"B-9, Sri Krishna"
"25.6132531, 85.113058",D N Singh Memorial Trust,Rajesh Kumar Path South S.K.Puri
"25.6159353, 85.120699",Dr. Sarojini Sinha Memorial Shiv-Shakti Hospital,East Boring Canal Road
"25.6049962, 85.0846588",Hai Medicare and Research Institute,Raja Bazar Bailey Road
"25.6159353, 85.120699",Harsh Clinic,East Boring Canal Road
"25.6156445, 85.1203219",Jeevak Shalya Nilayam,West Boring Canal Road North Anandpuri
"25.615181, 85.115427",Jyoti Punj Hospital,Boring Road
"25.6218162, 85.0436255",Keshav Hospital Pvt Ltd,"Saguna More, Bailey Road"
"25.6236906, 85.1242362",Laxmi Nursing Home Pvt. Ltd,West Boring Canal Road(Near Rajapur Pul)
"25.1416937, 85.8628915",Max Care Hospital And Research Institute Pvt. Ltd.,"Sheikhpura Bagicha, Bailey Road , Raja Bazar"
"24.7880046, 84.987361",Orthopadic Center,"Near S P Kothi, Gewalbigha"
"25.622292, 85.0866494",P.K.Nursing Home Awam Maternity Centre,Jay Prakash Nagar
"25.863923, 85.7685869",Sheila Urology Centre,"73 A/E, Srikrishnapuri"
"25.5872228, 85.134409",Sparsh Haritage Hospital,Mithapur Bus Stand Road
"25.6162448, 85.1792116",Arvind Diabetic Critical Care Hospital,"Ashok Raj Path, Kankarbagh"
"25.5793825, 85.0947601",Indira Nursing Home,"Saristabad, Anisabad"
"25.5843532, 85.0930164",Pataliputra Nursing Home,Anishabad
"25.5940947, 85.1375645",R.M.Hospital and Research Centre,Alkapuri Gardanibag
"26.5795938, 83.9668724",Ranjana Singh Nursing Home,Kuchaya Court Gopalganj
"25.5940947, 85.1375645",Bilas Netralaya,Budhmurti
"25.6080544, 85.153773",M.G.M Hospital And Research Centre Pvt Ltd,Jagat Narain Road Kadam Kuan
"25.6104354, 85.1489576",Priya Clinic,Kadam Kuan
"25.5940947, 85.1375645",Buddha Nursing Home,Makhnia Kuan
"25.6214145, 85.041574",Hii Tech Emergency Hospital,"Saguna , Khagaul Road"
"25.6012318, 85.1524735",Pandey Nursing Home,"G/99 P.C. Colony, Lohia Nagar Kandarbagh"
"25.5940947, 85.1375645",Patna Medical Collage and Hospital,Ashokrajpath
"25.6172089, 85.1497369",Siddiqui Nursing Home and M.R.C. Pvt. Ltd.,"Opposite B.N. College, Bakerganj, Gola Road"
"25.0960742, 85.3131194",Sri Vinayak Hospital,"Bihar Urdu Ackdmy , Near Khjanchi Road Ashok Rajpath"
"25.6089895, 85.1831203",Imdad Medicare Research Institute,New Azimabad
"25.6091377, 85.1736887",Ram Ratan Hospital,Rampur Road Near Bazar Samiti
"25.5983515, 85.1976496",Aditya Hospital,"Agam Kuan,Chhoti Pahati Road"
"25.5977535, 85.204372",Akriti Nursing Home,East Gulzar Bagh Station
"25.5940947, 85.1375645",Apex Hospital,Bajrangpuri Gaighat
"25.5977535, 85.204372",Magadh Nursing Home,"Biscoman Colony, Gulzarbagh"
"25.6047002, 85.2109341",Polo Hospital,"Belwarganj, Pachim Darwaza"
"25.4982567, 85.1868137",Pragya Nursing Home,Gaurichak
"19.2647208, 84.8620054",Raj Lakshmi Chikitsa Kendra,"Sampat Chak, P.O- Sona Gopalpur"
"25.5940947, 85.1375645",Sanjivani Nursing Home,Gaighat
"25.6096329, 85.2035187",Tripolia Social Service Hospital,P.O. Gulzarbagh
"25.5940947, 85.1375645",R.P. Golwara Memorial Hospital,"Chowk,  City"
"23.1620527, 79.9365114",The Birth Maternity Home,"Opposite Sabalpur Hospital, Sabalpur"
"25.5940947, 85.1375645",Kurji Holy Family Hospital,P.O.Sadaquat Ashram
"25.6039728, 85.1116902",Advance Ortho Care Centre,"Behind Lalit Bhawan , New Punai Chak"
"25.627595, 85.1080322",Narain Nursing Home,"243, Patliputra Colony"
"25.6284609, 85.1086413",Renuka Orthopaedic Hospital,"275, Nehru Nagar East Of Patliputra Crossing"
"25.627595, 85.1080322",Sahyog Hospital,"40, Pataliputra Colony"
"25.626297, 85.1070859",Shah Maternity Clinic,New Patliputra Colony (South Of Alpana Market)
"25.1416937, 85.8628915",Shekhar Hospital,"East Mangal Market, Bailey Roa"
"25.6032727, 85.079567",Agrawal Maternity Centre,Khajpura
"25.1416937, 85.8628915",Divya Drishti Eye Centre,"Mangal Market, Sheikhpura"
"25.6048365, 85.084244",Divya Jyoti Nursing Home,"Akashwani RoadOpp Shiva Temple,Khajpura,Bailey Road"
"25.6046194, 85.0884757",Dr. Bimal Hospital And Researhc Centre Pvt Ltd,"Sheikhpura, Raja Bazar, Bailey Road"
"25.6049962, 85.0846588",Getwell Hospital,"Rajabazar, Bailey Road"
"25.6058695, 85.0921648",Indira Gandhi Istitute Of Medical Science Sheikhpu,
"25.1416937, 85.8628915",Krishna Health Care,Mangal Market
"25.6072294, 85.0894362",Punam Surgical and Maternity Clinic,Braham Sthani Road
"25.1416937, 85.8628915",Satyam Nursing Home and Research Centre (P) Ltd,"Sheikhpura(Braham Asthan )Bailey Road East Of Igims Main Gate, Raja Bazar"
"25.6084842, 85.0771133",Shyamal Hospital,Maurya Path Khajpura
"25.6046194, 85.0884757",Vimal Hospital and Research Centre,"Bailey Road Shaikhpura, Raja Bazar"
"25.579441, 85.1249009",A K Nursing Home,Rajendra Nagar
"25.6062727, 85.1650548",Antar Jyoti Charitable Eye Hospital,Rajendra Nagar
"24.6532356, 85.5045711",Bharti Nursing Home,"Rajauli Nawada , Birdalla Bus Stand"
"25.6058103, 85.1621713",Chakore Nursing Home,"Road No -12, Rajednra Nagar"
"25.6094014, 85.1615998",Dr. Nirmala Rai,"Rajendra Nagar, Road No. 8"
"25.5940947, 85.1375645",Dr. Subhas Chandra Chaudhary Clinic,
"25.6087859, 85.1600238",Dr. Usha Didwania Nursing Home,"Road No. 3, Rajendra Nagar"
"25.6049171, 85.1627788",Institute Of Orthopaedic Research and Fracture Surge,"Road No-11,Rajendra Nagar"
"17.3223105, 78.4033528",Laxman Care Centre,"1, B- Rajindra Nagar"
"25.6090586, 85.1583778",Magadh Hospital,Road No 2B Rajendra Nagar
"25.6083424, 85.1606059",Mma Hospital and Research Centre,"House No.-169-C, Road No.-4, Rajendra Nagar"
"25.6090586, 85.1583778",Shahi Hospital (A Unit Of Abhishek Memorial Trust),"Rajendra Nagar, Road No.-2 B"
"25.6066931, 85.1611449",Shanti Maternity Centre,"Patliputra Path, Rajendra Nagar"
"25.5908214, 85.1600824",Shiv Shishu Hospital,"K/208 P C Colony, Hanuman Nagar"
"25.607433, 85.1604524",Siddharth Multispeciality Hospital,"Raod No. 5A, Rajendra Nagar"
"30.3411426, 78.0229465",Syamala Clinic and Maternity Research Centre,"Road No. 8/B, Rajender Nagar"
"25.5992827, 85.1579665",Abhinandan Hospital,"O/60,Doctors Colony, Kankarbagh"
"25.5989158, 85.1547144",Anand Hospital,Gaytri Mandir Road Kankar Bag
"25.5931768, 85.152702",Apollo Trauma Centre,"G-124, Peoples Co-Operative Colony, Kankarbagh"
"25.5927658, 85.1868137",Appolo Burns Hospital,"Kumhrar (Near Mazar),Kankarbagh"
"25.5938179, 85.1605332",Chanakya Hospital,"N-7, Patrakar Nagar, Kankarbagh"
"25.59422, 85.158572",Child Care Center,"Vidayapuri, Kankarbagh"
"25.5938179, 85.1605332",Drishti Eye Care And Research Centre,No: B-22 Patrakar Nagar Kankarbagh
"25.6012318, 85.1524735",Dubey Urology Clinic and Stone Centre,"G/12,P.C Colony Kankarbagh"
"43.1938516, -71.5723953",Ford Hospital and Research Centre Pvt Ltd,"Nh-30, New By Pass, Khemnichak,New Jananpura, Ramkrishna Nagar,Near State Bank Of India"
"25.5910876, 85.1476761",Gayatri Nursing Home and Maternity Centre,"Mig-162, Hanuman Nagar, Kankarbag"
"25.59422, 85.158572",Hope Pharma,"Vidyapuri, Kankarbagh"
"25.6012318, 85.1524735",J.H.Nursing Home,G-45 P.C.Colony Kankarbhgh
"25.5992827, 85.1579665",Jeevak Heart Hospital and Research Institute Pvt Ltd,"6, Doctors Colony Kankarbagh"
"25.6258981, 85.084672",K D Hospital,Ashiana Road  250
"25.5938179, 85.1605332",Kalawind Adarsh Hospital,"40, Mig, Kankarbagh"
"25.3068221, 85.2773191",Khushi Hospital,Yogi Pur Road Hilsa
"25.5911655, 85.1488687",Krishna City Hospital,"Mig-100 (South), Lohianagar, Kankarbagh"
"25.6012318, 85.1524735",Krishna Nursing Home,"G - 52, P.C. Colony, Kankarbagh"
"25.5961287, 85.1544179",Kumar Clinic,Patrakar Nagar
"24.6532356, 85.5045711",Laxmi Nursing Home,Simarkol Near Petrol Pump Rajauli
"25.6012318, 85.1524735",Matrichhaya Ortho and Health Care,"G- 43, P.C. Colony, Kankar Bagh"
"26.1208876, 85.3647201",Megha Hospital,Mithanpur Opp Petrol Pump
"26.1780379, 85.871383",Mithila Hospital,Mabbi Chouk
"25.6005446, 85.1536377",Nav Sharda Aspatal Pvt Ltd,"E-9, R.B.I Colony, Kankarbagh, Near Pani Tanki"
"25.5870989, 85.1492328",New Kumar Nursing Home,"Ashok Nagar, Kankarbagh"
"25.6000486, 85.155485",Patna Bone And Spine Hospital Pvt Ltd,"H/3 Doctors Colony, East Of Rajendra Nagar Over Bridge, Kankarbagh"
"25.5826821, 85.1556638",S. R. Hospital,"Near  Central School , New Bypass Jaganpura"
"25.5940947, 85.1375645",S.S.Hospital and Research Centre Pvt.Ltd.,Kakadbag
"25.6012318, 85.1524735",Sankalp Heart Center,"G - 90, P.C. Colony, Kankarbagh"
"25.5849583, 85.1583755",Shanti Navjeevan Hospital Pvt. Ltd.,"New By Pass, Vijay Nagar (90 Feet Road), Kankarbagh"
"25.59422, 85.158572",Shivam Hospital And Research Institute Pvt Ltd,"Vidyapuri, Kankarbagh"
"25.6012318, 85.1524735",Shubham Maternity Centre,"K-208, P.C Colony ,Hanuman Nagar, Kankarbagh"
"25.6028556, 85.1584841",Sri Ram Hospital and Research Centre,"Nc-1-C, Lohia Nagar, West Of Rajendra Nagar, Over Bridge, Kankar Bagh"
"25.59422, 85.158572",Srijan Centre For Assisted Human Reproduction,"Vidyapuri, Kankarbagh"
"25.5967269, 85.1725618",Suman Nursing Home,"Chitragupta Nagar, (New Arba),Kankarbagh"
"25.5938179, 85.1605332",Swasti Womens Hospital And Research Centre,Kankarbagh
"25.5992827, 85.1579665",Vijai Hospital,"0/85, Doctor`S Colony, Kankarbagh"
"25.6232041, 85.0993966",Dr S M Hospital and Research Centre,"Road No - 6,E.Patel Nagar,"
"28.4686572, 77.0183558",Dr.Rupam Sinha Clinic,"Near Railway Crossing, Main Road Shivpuri"
"25.6296527, 85.0958184",Shivam Chikisalya Kendra,"Road No-9, Rajiv Nagar"
"21.8167626, 80.189731",Specialist Clinic and Nursing Home,"Friends Colony, Main Rd"
"25.5935255, 85.1738865",Sarvamangla Clinic,"Bhutnath Rd.4M/90, Bahadurpur Housing Colony,Kankarbagh"
"25.5940947, 85.1375645",Maa Dulari Memorial Hospital,Ram Krishna Nagar
"25.5614086, 84.8721468",Aarogya Hospital,"Post Office Rd, Bihta"
"25.5025953, 84.9635478",New Kumar Nursing Home,Naubatpur
"25.3271021, 84.8007315",Ekram Nursing Home,"Dharhara More, Near Sdo Office, Paliganj"
"25.3271021, 84.8007315",Lord Buddha Research Hospital,"Near High School Hostel,Paliganj"
"25.6220776, 85.0432882",Ashutosh Memorial Hospital,New Bailey Road Danapur
"25.5832082, 85.0927523",Anshuman Nursing Home and Maternity Centre,"A-2/1, Purnendu Nagar, Phulwarishariff"
"25.5940947, 85.1375645",Kb Hospital and Research Institute - Patna,"Nh 98,Janipurroad"
"25.5940947, 85.1375645",Sanjeevani Nursing Home,Gonawa Road Harnaut
"25.5110487, 85.3084516",Sri Durga Arogya Niketan,Station Road Fatwah
"25.5940947, 85.1375645",Central Hospital,Khusrupur
"25.5940947, 85.1375645",Shri Jai Govind Hospital and Research Centre,Main Road Khushrupur
"25.458213, 85.5332491",Janta Poly Clinic,"Station Road , Bakhtiyarpur"
"25.4583171, 85.5349615",Pushpa Hospital,"Subhash Marg, Bhaktiyarpur"
"25.5940947, 85.1375645",Maa Brahmani Nursing Home,"Saksohra, Bardh"
"25.5940947, 85.1375645",Shishu Swasthya Kendra,"Dewla Gosai, Badh"
"25.3961861, 85.917677",Nazareth Hospital,Mokama
"25.3961861, 85.917677",U.S.Hospital,Gaushala Road Mokama
"25.3512814, 85.0311411",Awadh Hospital,"Sati Asthan, Main Road Masaurhi"
"25.5498528, 85.1189394",Tridev Health Care and Research Educational Welfare and Charitable Trust,"Rahimpur Gumati, Parsa Bazar"
"25.781808, 87.488871",Divya Clinic,Line Bazar
"25.8872792, 87.1946269","Sub.Div.Hospital,Banmankhi",Banmankhi
"25.7424311, 87.1830995","Ref.Hospital,Dhamdaha,Purnea",Dhamdaha
"25.7771391, 87.4752551",Advanced Orthopaedic and Spine Centre,Line Bazar Chowk
"25.781808, 87.488871",Alam Ortho Clinic,Line Bazar
"25.781808, 87.488871",Alfa Hospital Of Bone and Spine,Line Bazar
"25.7771391, 87.4752551",Amla Health Centre,
"25.7771391, 87.4752551",B. K. Nursing Home,Bihar Tokij Road
"25.781808, 87.488871",Badridev Surgical Clinic,Line Bazar
"25.7771391, 87.4752551",Divyam Nursing Home,Station Rd
"25.781808, 87.488871",Fatma Nursing Home,Line Bazar
"25.7923034, 87.4975335",Hope Superspeciality Hospital Pvt Ltd,Rambagh
"26.8745449, 80.9819291",Indra Gandhi Memorial Seva Sansthan,Near Bhoothnath Mandir Colony
"25.781808, 87.488871",Kk Nursing Home,N H 31 Line Bazar
"25.7771391, 87.4752551",Laxmi Seva Sadan,"Line Bazar, Nh31"
"25.7771391, 87.4752551",Maa Pancha Devi Stone Hospital,Line Bazar
"25.7771391, 87.4752551",Maa Savitri Multi Speciality Hospital,Bihar Tokij Road
"25.7771391, 87.4752551",Mithila Dental Clinic,Line Bazar Chowk
"25.7771391, 87.4752551",Neelam Nursing Home,"Line Bazar ,Nh31"
"25.781808, 87.488871",Premnath Kejriwal Nursing Home,Line Bazar
"25.7771391, 87.4752551",Premnath Kejriwal Seva Sadan,Bihar Tokij Road
"30.9184526, 75.8348296",Raza Nursing Home,"Near Of Shiv Mandir,Line Bazar"
"25.781808, 87.488871",Sahyog Nursing Home,"Nh-31,Line Bazar"
"25.7771391, 87.4752551",Saloni Nursing Home,N . H. 31
"25.7771391, 87.4752551",Saurav Nursing Home,"Line Bazar ,Nh31"
"25.8704418, 87.634628",Shanti Memorial Hospital,"Mahavir Tola,Ara"
"43.1938516, -71.5723953",Sourav Nursing Home,"Nh-31, Near Kundipul, Line Bazar"
"25.781808, 87.488871",Tapowan Fracture and Orthopaedic Centre,N.H-31 Line Bazar
"25.2257168, 84.2621294",Rita Memorial Hospital,"Dumraon Road,Bikramganj"
"31.5644469, 74.3846627",Anand Hospital And Research Centre,"Faizal Ganj, G.T. Road"
"24.9489545, 84.0134408",Bindawasini N Home,"Sher Sah Rauza Road,Sasaram"
"24.9489545, 84.0134408",Hands Clinic,"Sher Sah Rauza Road,Sasaram"
"24.9388933, 84.0986459",Narayan Medical College And Hospital,"Old G.T.Road,Jamuhar"
"25.1268541, 83.9241376",Peoples Nursing Home,"Kargahar More,Near Pandey Hotel"
"24.8973998, 91.8856841",Rai Surgery Clinic,"West Of Dada Pir,G.T.Road"
"24.9134241, 84.1792848",Ashish Nursing Home,"New G T Road, Idgah Mohalla,Dehri-On-Sone"
"24.9277351, 84.1909841",Bose Clinic,Dehri -On-Sone
"24.9120273, 84.1888229",Rohtas Nursing Home,"Station Road , Dalmianagar"
"25.8801297, 86.5829699",Ashirvad Nursing Home,Naya Bazar
"32.9268284, 73.7301953",Ayush Nursing Home,"New Colony, Naya Bazar"
"24.588231, 73.7421352",Drishti Eye Care Centre,"N.C.C. Road, Pratap Nagar"
"25.8747277, 86.5872377",Ganga Hospital(Maternity and Ortho Centre),"Ali Nagar, Bangaon Road"
"25.8801297, 86.5829699",Heart Care Clinic,Naya Bazar
"25.8713189, 86.5881169",Koshi Nursing Home,"Bhakitarpur Rd.,Sardha Nagar,Batraha,Ward No.-27"
"25.8733282, 86.5791485",Mahaveer Hospital and Orthocare Centre,Refugee Colony Bangaon Road
"25.8873288, 86.5908524",P.K. Hospital,Naya Bazar
"25.8801297, 86.5829699",Sai Seva Sadan,Naya Bazar
"28.6513402, 77.1196321",Surya Hospital,"Ashok Cinema Road, Gandhi Path"
"25.8733282, 86.5791485",Ugratara Netra Chikitsalaya Hospital,Refugee Colony Bangaon Road
"25.869738, 85.7910095",A Y Medical and Research Institute,Mathurapur
"23.6405364, 90.9211698",Aditi Eye Care,"Mahila College Road, Kashipur"
"25.7567406, 85.777076",Bharat Nursing Home,"Alam Bazar, Satanpur"
"25.8615223, 85.7758792",Bhawani Nursing Home and Maternity Center,Kashipur
"25.8514337, 85.7705092",Krishna Laparoscopic Surgical and Maternity Hospital,Adarsh Nagar
"25.7495914, 86.0379079",Lifeline Hospital,Hospital Road
"27.2829667, 80.8318247",Maa Dhumavati Hospital,"Hospital Road, Kashipur"
"25.8580788, 85.7961333",Maa Tara Nursing Home,Bahadurpur
"25.8558469, 85.7755958",Mala Nursing Home Laproscopic and Endoscopic Clinic,"Womens Collge Road, Khashipur"
"25.7495914, 86.0379079",Mishra Nursing Home,Hospital Road
"25.8607624, 85.7781428",Navjyoti Hospital,"Kashipur, Samastipur, West Of Kachhari"
"27.2829667, 80.8318247",Sewa Poly Clinic and Hospital,"Hospital Roasd,Kashipur"
"25.8910406, 85.7397723",Shikha Healthcare Centre,"Vaini, Pusa Road"
"25.7567857, 86.0274622",Lakhotia Clinic,"Registry Office Campus, Rosera"
"25.745902, 84.9999543",Chandraprabha Jeevan Hospital,Dighwara
"25.9651053, 84.5353247",Patna Nursing Home and Maternity Center,At + Po - Ekma
"25.7707485, 85.0363372",Arogya Niketan,"Parsa Road, Sitalpur"
"25.7795649, 84.7498886",Life Care Hospital,"Dahiyawan, Chhapra"
"25.7795649, 84.7498886",Meera Hospital,"Kashi Bazar,Chapra"
"25.7795649, 84.7498886",Sanjeevani Hospital Surgical and Maternity Center,"Kashi Bazar,Chapra"
"25.7819118, 84.7430018",Uphar Sewa Sadan,"West Of Municipal Chowk, Chapra"
"25.7834863, 84.7363077",Vaidehi Aarogya Sadan,"Gopeswar Nagar,Chapra"
"25.2207678, 85.7318435",Singh Hospital Research Center,Barbigha
"25.2207678, 85.7318435",Apollo Clinic,Barbigha
"25.2207678, 85.7318435",Bhavani Clinic,Barbigha
"25.1323467, 85.8522995",Dr K Purushottam Hospital,"Iims, Station Road"
"25.1416937, 85.8628915",Nishant Surgical Clinic,Girinda
"20.4697957, 85.8883197",Nishi Nursing Home and Hospital,"Sation Road, Professors Colony"
"25.2207678, 85.7318435",Sinha Poly Clinic,Barbigha
"19.4277089, 72.8133864",Sri Ram Hospital and Research Centre,"Hanuman More, Bypass Road"
"25.1416937, 85.8628915",Sushma Nursing Home,Satbighi
"26.5684617, 85.528131",Nandipat Memorial Laproscopic and General Surgery Centre.,Dumra Road
"22.5404893, 88.339408",Shreya Nursing Home,Hospital Road Near District Hospital
"26.5145872, 85.2942313",Soumya Nursing Home,Central Bank Road
"26.5642577, 85.5154243",Dhanwantri Nursing Home and Research Centre,"Dr Yadav Road ,Dumra"
"26.4567342, 85.7012621",Pupri Hospital and Rural Surgical Centre,"Jaipur,Ward No-4,Po-Janakpur Road"
"26.6036356, 85.4909795",Baijnath Nursing Home Research Centre,Mela Road
"26.5956762, 85.4951865",Dr. Renu Chatterjee,Hospital Road
"26.5907057, 85.4883121",Dr.Lata Gupta Nursing Home,Koat Bazar
"26.5949547, 85.4890908",Nidan Hospital,Old Exchange Road
"26.6771384, 85.5455068",R.S Hospital and Research Centre,"Bypass Chowk, Rajopatti"
"27.4924134, 77.673673",Rajeev Memorial Health Care Centre,"Near Mathura High School, Lakshmana Nagar, Ring Baandh"
"26.5573032, 85.5455",Ram Sati Devi Memorial Hospital,"Dumra Road, Rajopatti"
"26.7360933, 85.2774207",Sbs Hospitak,Bairgania
"26.4689553, 85.7007007",Narayan Nursing Home,"Janakpur Road, Mohalla- Jaitpur"
"26.2265771, 84.3635782",Calcutta Nursing Home,Hospital Road
"28.6494743, 70.6619263",Raiyan Nursing Home,"Khan Market, Hospital Road"
"26.2172565, 84.3620911",Sufia Nursing Home,Babunia Road
"25.5093062, 86.4756687",Urniss Ent and Head Neck Clinic and Audiology Centre,"Hospital Road, Gausala"
